date,title,link,sentiment,recommendation
26.6.2020,Блок трансакција,https://www.mse.mk/mk/news/26/6/2020/block-trade,Positive,Buy
25.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/25/6/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/23/6/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
22.6.2020,Берзата го продолжува бесплатното користење на eTrader за инвеститорите,https://www.mse.mk/mk/news/22/6/2020/macedonian-stock-exchange-continuing-the-period-for-free-use-of-product--etrade,Positive,Buy
18.6.2020,Блок трансакција,https://www.mse.mk/mk/news/18/6/2020/block-trade,Positive,Buy
16.6.2020,Редовна ревизија на индексите МБИ10 и ОМБ,https://www.mse.mk/mk/news/16/6/2020/regular-revision-of-mbi10-and-omb,Positive,Buy
16.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/6/2020/non-trade-transfers-of-listed-companies-shares,Negative,Sell
15.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/6/2020/non-trade-transfers-of-listed-companies-shares,Negative,Sell
12.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/6/2020/non-trade-transfers-of-listed-companies-shares,Negative,Sell
11.6.2020,Котирани континуирани државни обврзници со кои може да се тргува на Берзата – сите податоци на едно место,https://www.mse.mk/mk/news/11/6/2020/listed-continuous-government-bonds-that-can-be-traded-on-the-stock-exchange--all-data-in-one-place,Positive,Buy
11.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/6/2020/non-trade-transfers-of-listed-companies-shares,Negative,Sell
10.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/6/2020/non-trade-transfers-of-listed-companies-shares,Negative,Sell
09.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/9/6/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.6.2020,"Јавна опомена за котираните друштва Агроплод АД Ресен, Идевелоп АД Скопје и Трудбеник АД Охрид","https://www.mse.mk/mk/news/8/6/2020/mse-board-of-directors-decision-–-public-warning-for-listed-companies-agroplod-ad-resen,-idevelop-ad-skopje-and-trudbenik-ad-ohrid",Positive,Buy
04.6.2020,Билтен за месец мај 2020 година,https://www.mse.mk/mk/news/4/6/2020/bulletin-for-may-2020,Positive,Buy
03.6.2020,Котација на државни обврзници,https://www.mse.mk/mk/news/3/6/2020/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
01.6.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/1/6/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.5.2020,Блок трансакција,https://www.mse.mk/mk/news/28/5/2020/block-trade,Positive,Buy
27.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
22.5.2020,Преглед на финансиски податоци за котираните друштва,https://www.mse.mk/mk/news/22/5/2020/summary-of-financial-data-of-listed-mse-companies,Positive,Buy
21.5.2020,Видео конференција за регионалниот проект за инвестициски анализи,https://www.mse.mk/mk/news/21/5/2020/video-conference-regional-project,Positive,Buy
21.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/21/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.5.2020,Започнува регионалниот проект за изготвување на инвестициски анализи на котирани компании,https://www.mse.mk/mk/news/20/5/2020/macedonian-companies-become-part-of-the-ebrd’s-regional-research-programme,Neutral,Hold
18.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.5.2020,Намера за објавување на јавна понуда за преземање на Агроплод АД Ресен,https://www.mse.mk/mk/news/12/5/2020/letter-of-intent-for-offer-to-takeover-the-listed-company-agroplod-ad-resen,Positive,Buy
11.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.5.2020,Одржана бесплатна online обука за користење на апликациите eTrader и mTrader,https://www.mse.mk/mk/news/8/5/2020/free-online-training-for-etrader-and-mtrader,Positive,Buy
08.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/8/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
07.5.2020,Котација на државни обврзници,https://www.mse.mk/mk/news/7/5/2020/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
07.5.2020,Билтен за месец Април 2020,https://www.mse.mk/mk/news/7/5/2020/bulletin-for-april-2020,Positive,Buy
07.5.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/7/5/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.5.2020,Соопштение за извршена донација,https://www.mse.mk/mk/news/6/5/2020/announcement-for-donation,Neutral,Hold
30.4.2020,Враќање на редовното време на тргување на Берзата почнувајќи од 04.05.2020 година,https://www.mse.mk/mk/news/30/4/2020/changes-in-trading-time-on-mse,Negative,Sell
24.4.2020,Котација на II-ра емисија корпоративни обврзници издадени од ТТК Банка АД Скопје,https://www.mse.mk/mk/news/24/4/2020/listing-of-the-ii-nd-issue-corporate-bonds-issued-by-ttk-banka-ad-skopje,Negative,Sell
21.4.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/21/4/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.4.2020,Јавна опомена за котираните друштва РЖ Институт АД Скопје и ЗК Пелагонија АД Битола,https://www.mse.mk/mk/news/15/4/2020/mse-board-of-directors-decision-–-public-warning-for-listed-companies-rz-institut-ad-skopje-and-zk-pelagonija-ad-bitola,Positive,Buy
14.4.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/4/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
10.4.2020,Преглед на тргувањето во Q1 2020 година на Македонска берза,https://www.mse.mk/mk/news/10/4/2020/short-summary--q1-2020,Positive,Buy
10.4.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/4/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.4.2020,Проширување на котација на државни обврзници,https://www.mse.mk/mk/news/8/4/2020/expansion-of-listing-of-government-bonds-listed-on-the-macedonian-stock-exchange,Positive,Buy
08.4.2020,Скратено време на тргување на Берзата,https://www.mse.mk/mk/news/8/4/2020/changes-in-trading-time-on-mse,Neutral,Hold
07.4.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/7/4/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.4.2020,Преглед на финансиски податоци за котираните друштва,https://www.mse.mk/mk/news/6/4/2020/summary-of-financial-data-of-listed-mse-companies,Positive,Buy
03.4.2020,Билтен за месец Март 2020,https://www.mse.mk/mk/news/3/4/2020/bulletin-for-march-2020,Positive,Buy
31.3.2020,Продолжување на тргувањето на Берзата,https://www.mse.mk/mk/news/31/3/2020/continue-with-trading,Positive,Buy
31.3.2020,Прекин на тргувањето на сите пазари на Берзата,https://www.mse.mk/mk/news/31/3/2020/temporary-termination-of-trading,Negative,Sell
30.3.2020,Бесплатно користење на продуктот eTrader за инвеститорите во хартии од вредност,https://www.mse.mk/mk/news/30/3/2020/macedonian-stock-exchange-provides-investors-free-use-of-product--etrader,Positive,Buy
30.3.2020,Блок трансакција,https://www.mse.mk/mk/news/30/3/2020/block-trade,Positive,Buy
27.3.2020,Соопштение на Берзата во врска со новата Уредба за примена на Законот за трговските друштва,https://www.mse.mk/mk/news/27/3/2020/announcement-of-the-mse-regarding-latest-decree-of-the-government-on-implementation-of-the-law-on-trade-companies,Positive,Buy
26.3.2020,Откуп на сопствени акции,https://www.mse.mk/mk/news/26/3/2020/share-buy-backs,Negative,Sell
25.3.2020,Соопштение на Берзата во врска со промена на дневни ценовни ограничувања и тековните пазарни состојби,https://www.mse.mk/mk/news/25/3/2020/new-price-limitations-on-the-macedonian-stock-exchange,Positive,Buy
25.3.2020,Продолжување на тргувањето на Берзата,https://www.mse.mk/mk/news/25/3/2020/continue-with-trading,Positive,Buy
25.3.2020,Прекин на тргувањето на сите пазари на Берзата,https://www.mse.mk/mk/news/25/3/2020/temporary-termination-of-trading,Negative,Sell
25.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/25/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.3.2020,Продолжување на тргувањето на Берзата,https://www.mse.mk/mk/news/23/3/2020/continue-with-trading,Positive,Buy
23.3.2020,Прекин на тргувањето на сите пазари на Берзата,https://www.mse.mk/mk/news/23/3/2020/temporary-termination-of-trading,Negative,Sell
23.3.2020,Откуп на сопствени акции,https://www.mse.mk/mk/news/23/3/2020/share-buy-backs,Negative,Sell
18.3.2020,Прекин на тргувањето на Берзата,https://www.mse.mk/mk/news/18/3/2020/temporary-termination-of-trading,Negative,Sell
18.3.2020,Продолжување на тргувањето на Берзата,https://www.mse.mk/mk/news/18/3/2020/continue-with-trading,Positive,Buy
18.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
17.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/17/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.3.2020,Соопштение на Берзата во врска со промена на дневни ценовни ограничувања,https://www.mse.mk/mk/news/16/3/2020/new-price-limitations-on-the-macedonian-stock-exchange,Positive,Buy
16.3.2020,Продолжување на тргувањето на Берзата,https://www.mse.mk/mk/news/16/3/2020/continue-with-trading,Positive,Buy
16.3.2020,Прекин на тргувањето на сите пазари на Берзата,https://www.mse.mk/mk/news/16/3/2020/temporary-termination-of-trading,Negative,Sell
16.3.2020,Измени и дополнувања на Правилата за трување на Берзата,https://www.mse.mk/mk/news/16/3/2020/changes-to-the-mse-trading-rules,Positive,Buy
16.3.2020,Откуп на сопствени акции од котирани друштва,https://www.mse.mk/mk/news/16/3/2020/share-buy-backs-of-listed-companies-shares,Negative,Sell
13.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
11.3.2020,Котација на државни обврзници,https://www.mse.mk/mk/news/11/3/2020/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
11.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
10.3.2020,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/3/2020/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
09.3.2020,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/9/3/2020/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
06.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/6/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
05.3.2020,Билтен за месец Февруари  2020,https://www.mse.mk/mk/news/5/3/2020/bulletin-for-february-2020,Positive,Buy
04.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/4/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
02.3.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/2/3/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.2.2020,Котација на државни обврзници,https://www.mse.mk/mk/news/28/2/2020/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
28.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/28/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.2.2020,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/2/2020/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
25.2.2020,Откуп на сопствени акции,https://www.mse.mk/mk/news/25/2/2020/share-buy-backs,Negative,Sell
24.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/24/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/21/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/20/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
18.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.2.2020,Прва стартап конференција „Pitch. Match. Grow.“,https://www.mse.mk/mk/news/13/2/2020/„pitch-match-grow-“,Positive,Buy
13.2.2020,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/2/2020/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
12.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
11.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
10.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
07.2.2020,Котација на државни обврзници,https://www.mse.mk/mk/news/7/2/2020/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
07.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/7/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.2.2020,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/6/2/2020/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
05.2.2020,Билтен за Јануари 2020,https://www.mse.mk/mk/news/5/2/2020/bulletin-for-january-2020,Positive,Buy
04.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/4/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.2.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/2/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
31.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/31/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
29.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/29/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/28/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.1.2020,Измени и дополнувања на Тарифникот на Македонска берза,https://www.mse.mk/mk/news/27/1/2020/changes-and-amendments-in-the-mse-tariff-book,Positive,Buy
27.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
24.1.2020,Јавна опомена за котираните друштва Агромеханика АД Скопје и Современ дом АД Прилеп,https://www.mse.mk/mk/news/24/1/2020/mse-board-of-directors-decision-–-public-warning-for-listed-companies-agromehanika-ad-skopje-and-sovremen-dom-ad-prilep,Positive,Buy
24.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/24/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/23/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
22.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/22/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/20/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
17.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/17/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.1.2020,Годишен билтен за 2019 година,https://www.mse.mk/mk/news/14/1/2020/bulletin-for-2019,Positive,Buy
14.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.1.2020,Билтен за Декември 2019,https://www.mse.mk/mk/news/3/1/2020/bulletin-for-december-2019,Positive,Buy
03.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
02.1.2020,Интервју на Главниот извршен директор на Македонска берза за Утрински брифинг,https://www.mse.mk/mk/news/2/1/2020/interview-of-the-chief-executive-officer-of-the-macedonian-stock-exchange,Positive,Buy
02.1.2020,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/2/1/2020/non-trade-transfers-of-listed-companies-share,Negative,Sell
30.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/30/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
27.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
25.12.2019,Проширување на котација на државни обврзници,https://www.mse.mk/mk/news/25/12/2019/expansion-of-listing-of-government-bonds-listed-on-the-macedonian-stock-exchange,Positive,Buy
25.12.2019,Блок трансакција,https://www.mse.mk/mk/news/25/12/2019/block-trade,Positive,Buy
19.12.2019,Јавна опомена за котираното друштво Единство АД Струмица,https://www.mse.mk/mk/news/19/12/2019/mse-board-of-directors-decision-–-public-warning-for-listed-company-edinstvo-ad-strumica,Positive,Buy
19.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/19/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
18.12.2019,Блок трансакција,https://www.mse.mk/mk/news/18/12/2019/block-trade,Positive,Buy
18.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
17.12.2019,Редовна ревизија на индексите МБИ10 и ОМБ,https://www.mse.mk/mk/news/17/12/2019/regular-revision-of-mbi10-and-omb,Positive,Buy
17.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/17/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.12.2019,Котација на државни обврзници,https://www.mse.mk/mk/news/16/12/2019/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
16.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
13.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
11.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
10.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
06.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/6/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
05.12.2019,Билтен за Ноември 2019,https://www.mse.mk/mk/news/5/12/2019/bulletin-for-november-2019,Positive,Buy
05.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/5/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
04.12.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/4/12/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
02.12.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/2/12/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
29.11.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/29/11/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
28.11.2019,Публикација „Факти за котираните компании“,https://www.mse.mk/mk/news/28/11/2019/fact-book-2019-q3,Negative,Sell
28.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/28/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.11.2019,Исклучување од котација на акциите издадени од Технометал Вардар АД Скопје,https://www.mse.mk/mk/news/27/11/2019/delisting-of-shares-issued-by-tehnometal-vardar-ad-skopje,Negative,Sell
27.11.2019,Котација на државни обврзници,https://www.mse.mk/mk/news/27/11/2019/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
27.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.11.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/11/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
25.11.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/25/11/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
22.11.2019,Преглед на финансиски податоци за котираните друштва,https://www.mse.mk/mk/news/22/11/2019/summary-of-financial-data-of-listed-mse-companies,Positive,Buy
22.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/22/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/21/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/20/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
19.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/19/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
18.11.2019,Откуп на сопствени акции,https://www.mse.mk/mk/news/18/11/2019/share-buy-backs,Negative,Sell
15.11.2019,Нов седми циклус на Виртуелна берза,https://www.mse.mk/mk/news/15/11/2019/the-seventh-cycle-of-virtual-stock-exchange,Positive,Buy
15.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.11.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/11/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
12.11.2019,Блок трансакција,https://www.mse.mk/mk/news/12/11/2019/block-trade,Positive,Buy
12.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
11.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.11.2019,Котација на државни обврзници,https://www.mse.mk/mk/news/8/11/2019/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
08.11.2019,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/8/11/2019/non-trade-transfers-of-listed-companies-share,Negative,Sell
07.11.2019,Котација на државни обврзници,https://www.mse.mk/mk/news/7/11/2019/government-bonds-listed-on-the-macedonian-stock-exchange,Neutral,Hold
07.11.2019,Блок трансакција,https://www.mse.mk/mk/news/7/11/2019/block-trade,Positive,Buy
07.11.2019,Откуп на сопствени акции,https://www.mse.mk/mk/news/7/11/2019/share-buy-backs,Negative,Sell
07.11.2019,Привремена забрана за вршење на сите услуги со хартии од вредност на брокерската куќа Илирика Инвестментс АД Скопје,https://www.mse.mk/mk/news/7/11/2019/ilirika-invesments-ad-skopje--temporary-suspended,Positive,Buy
06.11.2019,Билтен за Октомври 2019 година,https://www.mse.mk/mk/news/6/11/2019/bulletin-for-october-2019,Positive,Buy
06.11.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/6/11/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
05.11.2019,"Јавна опомена за котираните друштва АрцелорМиттал (ХРМ) АД Скопје, Дебарски бањи Цапа АД Дебар и Благој Туфанов АД Радовиш","https://www.mse.mk/mk/news/5/11/2019/mse-board-of-directors-decision-–-public-warning-for-listed-companies-arcelormittal-(hrm)-ad-skopje,-debarski-banji--capa-ad-debar-and-blagoj-tufanov-ad-radovish",Positive,Buy
04.11.2019,Работилница за IPO,https://www.mse.mk/mk/news/4/11/2019/ipo-workshop,Positive,Buy
04.11.2019,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/4/11/2019/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
