date,title,link,sentiment,recommendation
16.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
10.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
09.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/9/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.3.2023,Технологија и иновации за родова еднаквост - Македонската берза дел од “Ring the bell for Gender Equality 2023“,"https://www.mse.mk/mk/news/8/3/2023/technology-and-innovations-for-gender-equality-–-the-macedonian-stock-exchange-part-of-“ring-the-bell-for-gender-equality-2023""",Positive,Buy
08.3.2023,Родова анализа на органите на управување на котираните акционерски друштва на Македонска берза,https://www.mse.mk/mk/news/8/3/2023/gender-analysis-2023,Positive,Buy
08.3.2023,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/8/3/2023/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
07.3.2023,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/7/3/2023/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
06.3.2023,Блок трансакција,https://www.mse.mk/mk/news/6/3/2023/block-trade,Positive,Buy
06.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/6/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.3.2023,Билтен за месец февруари 2023 година,https://www.mse.mk/mk/news/3/3/2023/bulletin-for-february-2023,Negative,Sell
03.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
02.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/2/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
01.3.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/1/3/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/28/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
24.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/24/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/23/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.2.2023,Котација на државни обврзници,https://www.mse.mk/mk/news/21/2/2023/listing-of-government-bonds-on-the-macedonian-stock-exchange,Neutral,Hold
21.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/21/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/20/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.2.2023,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/2/2023/non-trade-transfers-of-listed-companies-share,Negative,Sell
